<string>:12: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
[2026-04-10T03:40:17.805553Z] ============================================================
[2026-04-10T03:40:17.805685Z] 🔍 Starting BTC Multi-Timeframe Alignment Monitor
[2026-04-10T09:49:18.018110Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:50:18.018967Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:51:18.019276Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:52:18.019594Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:53:18.019925Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:54:18.020237Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:55:18.020535Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:56:18.020865Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:57:18.021151Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:58:18.021472Z] ❌ Error: No module named 'kai_api'
[2026-04-10T09:59:18.021800Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:00:18.022749Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:01:18.023052Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:02:18.023426Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:03:18.023773Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:04:18.024084Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:05:18.024381Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:06:18.024708Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:07:18.025051Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:08:18.025352Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:09:18.025702Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:10:18.026369Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:11:18.027286Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:12:18.027612Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:13:18.027916Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:14:18.028257Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:15:18.028604Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:16:18.028929Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:17:18.029284Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:18:18.029577Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:19:18.029895Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:20:18.030215Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:21:18.030498Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:22:18.030819Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:23:18.031285Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:24:18.031618Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:25:18.036370Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:26:18.036653Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:27:18.036961Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:28:18.037263Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:29:18.037727Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:30:18.038052Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:31:18.038412Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:32:18.038728Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:33:18.039033Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:34:18.039318Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:35:18.039609Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:36:18.039899Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:37:18.040234Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:38:18.040598Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:39:18.040950Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:40:18.041266Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:41:18.041569Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:42:18.041915Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:43:18.042231Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:44:18.042508Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:45:18.042881Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:46:18.043180Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:47:18.043494Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:48:18.043811Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:49:18.044110Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:50:18.044447Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:51:18.044756Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:52:18.045059Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:53:18.045363Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:54:18.045646Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:55:18.046024Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:56:18.046264Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:57:18.046570Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:58:18.046916Z] ❌ Error: No module named 'kai_api'
[2026-04-10T10:59:18.047218Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:00:18.047521Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:01:18.047798Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:02:18.048089Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:03:18.048401Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:04:18.048695Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:05:18.048999Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:06:18.049326Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:07:18.049693Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:08:18.049988Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:09:18.050262Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:10:18.050535Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:11:18.050838Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:12:18.051256Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:13:18.051599Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:14:18.052432Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:15:18.052768Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:16:18.053119Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:17:18.053475Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:18:18.053764Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:19:18.054037Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:20:18.054321Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:21:18.054587Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:22:18.055453Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:23:18.055792Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:24:18.056117Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:25:18.056474Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:26:18.056775Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:27:18.057070Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:28:18.057399Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:29:18.057754Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:30:18.058667Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:31:18.058974Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:32:18.059283Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:33:18.059619Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:34:18.059932Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:35:18.060262Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:36:18.060627Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:37:18.061366Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:38:18.061657Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:39:18.061952Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:40:18.062256Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:41:18.062728Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:42:18.063035Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:43:18.063306Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:44:18.063602Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:45:18.064631Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:46:18.064964Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:47:18.065239Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:48:18.066539Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:49:18.066830Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:50:18.067127Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:51:18.067543Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:52:18.067889Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:53:18.068210Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:54:18.068526Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:55:18.068834Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:56:18.069295Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:57:18.069636Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:58:18.069965Z] ❌ Error: No module named 'kai_api'
[2026-04-10T11:59:18.070886Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:00:18.071199Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:01:18.072185Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:02:18.073228Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:03:18.073500Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:04:18.073933Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:05:18.074204Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:06:18.075063Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:07:18.075347Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:08:18.075740Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:09:18.076154Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:10:18.076532Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:11:18.076874Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:12:18.077169Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:13:18.078128Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:14:18.078502Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:15:18.078766Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:16:18.079038Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:17:18.079335Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:18:18.079672Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:19:18.079923Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:20:18.080241Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:21:18.081226Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:22:18.081538Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:23:18.082590Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:24:18.082898Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:25:18.083140Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:26:18.083472Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:27:18.083773Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:28:18.084695Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:29:18.084965Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:30:18.085224Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:31:18.085492Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:32:18.085751Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:33:18.086070Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:34:18.086412Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:35:18.086730Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:36:18.087661Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:37:18.087945Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:38:18.088249Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:39:18.088508Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:40:18.088796Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:41:18.089082Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:42:18.090017Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:43:18.090375Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:44:18.090840Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:45:18.091131Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:46:18.091466Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:47:18.091811Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:48:18.092130Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:49:18.093000Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:50:18.093305Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:51:18.093565Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:52:18.093841Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:53:18.094702Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:54:18.094985Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:55:18.095266Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:56:18.095586Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:57:18.096499Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:58:18.096756Z] ❌ Error: No module named 'kai_api'
[2026-04-10T12:59:18.097037Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:00:18.097348Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:01:18.097625Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:02:18.097896Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:03:18.098197Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:04:18.098511Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:05:18.098805Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:06:18.099733Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:07:18.100025Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:08:18.100316Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:09:18.100621Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:10:18.100936Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:11:18.101251Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:12:18.101494Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:13:18.101768Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:14:18.102021Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:15:18.102932Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:16:18.103294Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:17:18.103728Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:18:18.104136Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:19:18.104714Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:20:18.105056Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:21:18.105328Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:22:18.105635Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:23:18.105931Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:24:18.106222Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:25:18.106560Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:26:18.106860Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:27:18.107280Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:28:18.107590Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:29:18.107890Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:30:18.108186Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:31:18.108504Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:32:18.108833Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:33:18.109852Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:34:18.110146Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:35:18.110495Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:36:18.110793Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:37:18.111102Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:38:18.111512Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:39:18.111877Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:40:18.112192Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:41:18.112479Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:42:18.112811Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:43:18.113080Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:44:18.113379Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:45:18.113677Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:46:18.113987Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:47:18.114286Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:48:18.114681Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:49:18.115154Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:50:18.115520Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:51:18.116800Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:52:18.117118Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:53:18.117460Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:54:18.117837Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:55:18.118161Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:56:18.118522Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:57:18.118868Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:58:18.119202Z] ❌ Error: No module named 'kai_api'
[2026-04-10T13:59:18.119551Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:00:18.119893Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:01:18.120803Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:02:18.121114Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:03:18.121444Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:04:18.121772Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:05:18.122140Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:06:18.122453Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:07:18.122760Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:08:18.123022Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:09:18.123299Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:10:18.123576Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:11:18.123840Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:12:18.124112Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:13:18.124388Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:14:18.124655Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:15:18.124927Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:16:18.125257Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:17:18.125577Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:18:18.125905Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:19:18.126226Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:20:18.126609Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:21:18.126959Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:22:18.127947Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:23:18.128277Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:24:18.128619Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:25:18.128907Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:26:18.129207Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:27:18.129493Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:28:18.129816Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:29:18.130144Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:30:18.130498Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:31:18.130767Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:32:18.131059Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:33:18.131386Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:34:18.131767Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:35:18.132067Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:36:18.132464Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:37:18.132757Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:38:18.133026Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:39:18.133314Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:40:18.133629Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:41:18.133908Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:42:18.134212Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:43:18.134492Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:44:18.134792Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:45:18.135080Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:46:18.135397Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:47:18.135694Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:48:18.136054Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:49:18.137188Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:50:18.137493Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:51:18.137785Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:52:18.138085Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:53:18.138393Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:54:18.138686Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:55:18.138947Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:56:18.139275Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:57:18.139606Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:58:18.139903Z] ❌ Error: No module named 'kai_api'
[2026-04-10T14:59:18.140186Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:00:18.140466Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:01:18.140744Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:02:18.141032Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:03:18.141317Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:04:18.141631Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:05:18.141901Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:06:18.142200Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:07:18.142503Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:08:18.142802Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:09:18.143155Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:10:18.143448Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:11:18.143731Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:12:18.144034Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:13:18.144362Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:14:18.144653Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:15:18.153998Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:16:18.154285Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:17:18.154857Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:18:18.155124Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:19:18.155416Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:20:18.155699Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:21:18.155969Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:22:18.156226Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:23:18.156511Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:24:18.156784Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:25:18.157050Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:26:18.157311Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:27:18.157605Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:28:18.157893Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:29:18.158189Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:30:18.158484Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:31:18.158715Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:32:18.159008Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:33:18.159294Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:34:18.159564Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:35:18.159863Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:36:18.160141Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:37:18.160436Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:38:18.160710Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:39:18.160982Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:40:18.161265Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:41:18.161546Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:42:18.161834Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:43:18.162107Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:44:18.162412Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:45:18.162692Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:46:18.163003Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:47:18.163341Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:48:18.163846Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:49:18.164143Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:50:18.164441Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:51:18.164717Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:52:18.164995Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:53:18.165274Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:54:18.166600Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:55:18.166896Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:56:18.167207Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:57:18.167561Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:58:18.167845Z] ❌ Error: No module named 'kai_api'
[2026-04-10T15:59:18.168157Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:00:18.168453Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:01:18.168722Z] ❌ Error: No module named 'kai_api'
[2026-04-10T16:02:18.168983Z] ❌ Error: No module named 'kai_api'
